"cc_iso3c","group","sort_order","metric","label","value","incise_average","imputed","description","source"
"ROU","0_indicators",4,"ind_ffm","Fiscal and financial management (InCiSE Indicator)",0.55,0.6,"","Composite InCiSE Indicator for Fiscal and financial management","InCiSE 2019"
"SVK","0_indicators",4,"ind_ffm","Fiscal and financial management (InCiSE Indicator)",0.52,0.6,"","Composite InCiSE Indicator for Fiscal and financial management","InCiSE 2019"
"SVN","0_indicators",4,"ind_ffm","Fiscal and financial management (InCiSE Indicator)",0.69,0.6,"","Composite InCiSE Indicator for Fiscal and financial management","InCiSE 2019"
"SWE","0_indicators",4,"ind_ffm","Fiscal and financial management (InCiSE Indicator)",0.95,0.6,"","Composite InCiSE Indicator for Fiscal and financial management","InCiSE 2019"
"TUR","0_indicators",4,"ind_ffm","Fiscal and financial management (InCiSE Indicator)",0.68,0.6,"","Composite InCiSE Indicator for Fiscal and financial management","InCiSE 2019"
"USA","0_indicators",4,"ind_ffm","Fiscal and financial management (InCiSE Indicator)",0.79,0.6,"","Composite InCiSE Indicator for Fiscal and financial management","InCiSE 2019"
"AUS","0_indicators",5,"ind_hrm","HR management (InCiSE Indicator)",0.81,0.59,"","Composite InCiSE Indicator for HR management","InCiSE 2019"
"AUT","0_indicators",5,"ind_hrm","HR management (InCiSE Indicator)",0.51,0.59,"","Composite InCiSE Indicator for HR management","InCiSE 2019"
"BEL","0_indicators",5,"ind_hrm","HR management (InCiSE Indicator)",0.76,0.59,"","Composite InCiSE Indicator for HR management","InCiSE 2019"
"BGR","0_indicators",5,"ind_hrm","HR management (InCiSE Indicator)",0.19,0.59,"","Composite InCiSE Indicator for HR management","InCiSE 2019"
"CAN","0_indicators",5,"ind_hrm","HR management (InCiSE Indicator)",1,0.59,"","Composite InCiSE Indicator for HR management","InCiSE 2019"
"CHE","0_indicators",5,"ind_hrm","HR management (InCiSE Indicator)",0.74,0.59,"","Composite InCiSE Indicator for HR management","InCiSE 2019"
"CHL","0_indicators",5,"ind_hrm","HR management (InCiSE Indicator)",0.56,0.59,"","Composite InCiSE Indicator for HR management","InCiSE 2019"
"CZE","0_indicators",5,"ind_hrm","HR management (InCiSE Indicator)",0.48,0.59,"","Composite InCiSE Indicator for HR management","InCiSE 2019"
"DEU","0_indicators",5,"ind_hrm","HR management (InCiSE Indicator)",0.68,0.59,"","Composite InCiSE Indicator for HR management","InCiSE 2019"
"DNK","0_indicators",5,"ind_hrm","HR management (InCiSE Indicator)",0.76,0.59,"","Composite InCiSE Indicator for HR management","InCiSE 2019"
"ESP","0_indicators",5,"ind_hrm","HR management (InCiSE Indicator)",0.51,0.59,"","Composite InCiSE Indicator for HR management","InCiSE 2019"
"EST","0_indicators",5,"ind_hrm","HR management (InCiSE Indicator)",0.58,0.59,"","Composite InCiSE Indicator for HR management","InCiSE 2019"
"FIN","0_indicators",5,"ind_hrm","HR management (InCiSE Indicator)",0.66,0.59,"","Composite InCiSE Indicator for HR management","InCiSE 2019"
"FRA","0_indicators",5,"ind_hrm","HR management (InCiSE Indicator)",0.82,0.59,"","Composite InCiSE Indicator for HR management","InCiSE 2019"
"GBR","0_indicators",5,"ind_hrm","HR management (InCiSE Indicator)",0.85,0.59,"","Composite InCiSE Indicator for HR management","InCiSE 2019"
"GRC","0_indicators",5,"ind_hrm","HR management (InCiSE Indicator)",0.34,0.59,"","Composite InCiSE Indicator for HR management","InCiSE 2019"
"HRV","0_indicators",5,"ind_hrm","HR management (InCiSE Indicator)",0.46,0.59,"","Composite InCiSE Indicator for HR management","InCiSE 2019"
"HUN","0_indicators",5,"ind_hrm","HR management (InCiSE Indicator)",0.3,0.59,"","Composite InCiSE Indicator for HR management","InCiSE 2019"
"IRL","0_indicators",5,"ind_hrm","HR management (InCiSE Indicator)",0.99,0.59,"","Composite InCiSE Indicator for HR management","InCiSE 2019"
"ISL","0_indicators",5,"ind_hrm","HR management (InCiSE Indicator)",0.21,0.59,"","Composite InCiSE Indicator for HR management","InCiSE 2019"
"ISR","0_indicators",5,"ind_hrm","HR management (InCiSE Indicator)",0.65,0.59,"","Composite InCiSE Indicator for HR management","InCiSE 2019"
"ITA","0_indicators",5,"ind_hrm","HR management (InCiSE Indicator)",0.59,0.59,"","Composite InCiSE Indicator for HR management","InCiSE 2019"
"JPN","0_indicators",5,"ind_hrm","HR management (InCiSE Indicator)",0.92,0.59,"","Composite InCiSE Indicator for HR management","InCiSE 2019"
"KOR","0_indicators",5,"ind_hrm","HR management (InCiSE Indicator)",0.97,0.59,"","Composite InCiSE Indicator for HR management","InCiSE 2019"
"LTU","0_indicators",5,"ind_hrm","HR management (InCiSE Indicator)",0.61,0.59,"","Composite InCiSE Indicator for HR management","InCiSE 2019"
"LVA","0_indicators",5,"ind_hrm","HR management (InCiSE Indicator)",0.48,0.59,"","Composite InCiSE Indicator for HR management","InCiSE 2019"
"MEX","0_indicators",5,"ind_hrm","HR management (InCiSE Indicator)",0.13,0.59,"","Composite InCiSE Indicator for HR management","InCiSE 2019"
"NLD","0_indicators",5,"ind_hrm","HR management (InCiSE Indicator)",0.67,0.59,"","Composite InCiSE Indicator for HR management","InCiSE 2019"
"NOR","0_indicators",5,"ind_hrm","HR management (InCiSE Indicator)",0.69,0.59,"","Composite InCiSE Indicator for HR management","InCiSE 2019"
"NZL","0_indicators",5,"ind_hrm","HR management (InCiSE Indicator)",0.82,0.59,"","Composite InCiSE Indicator for HR management","InCiSE 2019"
"POL","0_indicators",5,"ind_hrm","HR management (InCiSE Indicator)",0.46,0.59,"","Composite InCiSE Indicator for HR management","InCiSE 2019"
"PRT","0_indicators",5,"ind_hrm","HR management (InCiSE Indicator)",0.36,0.59,"","Composite InCiSE Indicator for HR management","InCiSE 2019"
"ROU","0_indicators",5,"ind_hrm","HR management (InCiSE Indicator)",0.4,0.59,"","Composite InCiSE Indicator for HR management","InCiSE 2019"
"SVK","0_indicators",5,"ind_hrm","HR management (InCiSE Indicator)",0,0.59,"","Composite InCiSE Indicator for HR management","InCiSE 2019"
"SVN","0_indicators",5,"ind_hrm","HR management (InCiSE Indicator)",0.61,0.59,"","Composite InCiSE Indicator for HR management","InCiSE 2019"
"SWE","0_indicators",5,"ind_hrm","HR management (InCiSE Indicator)",0.62,0.59,"","Composite InCiSE Indicator for HR management","InCiSE 2019"
"TUR","0_indicators",5,"ind_hrm","HR management (InCiSE Indicator)",0.37,0.59,"","Composite InCiSE Indicator for HR management","InCiSE 2019"
"USA","0_indicators",5,"ind_hrm","HR management (InCiSE Indicator)",0.77,0.59,"","Composite InCiSE Indicator for HR management","InCiSE 2019"
"AUS","0_indicators",6,"ind_inc","Inclusiveness (InCiSE Indicator)",0.78,0.61,"","Composite InCiSE Indicator for Inclusiveness","InCiSE 2019"
"AUT","0_indicators",6,"ind_inc","Inclusiveness (InCiSE Indicator)",0.76,0.61,"","Composite InCiSE Indicator for Inclusiveness","InCiSE 2019"
"BEL","0_indicators",6,"ind_inc","Inclusiveness (InCiSE Indicator)",0.67,0.61,"","Composite InCiSE Indicator for Inclusiveness","InCiSE 2019"
"BGR","0_indicators",6,"ind_inc","Inclusiveness (InCiSE Indicator)",0.69,0.61,"","Composite InCiSE Indicator for Inclusiveness","InCiSE 2019"
"CAN","0_indicators",6,"ind_inc","Inclusiveness (InCiSE Indicator)",1,0.61,"","Composite InCiSE Indicator for Inclusiveness","InCiSE 2019"
"CHE","0_indicators",6,"ind_inc","Inclusiveness (InCiSE Indicator)",0.53,0.61,"","Composite InCiSE Indicator for Inclusiveness","InCiSE 2019"
"CHL","0_indicators",6,"ind_inc","Inclusiveness (InCiSE Indicator)",0.65,0.61,"","Composite InCiSE Indicator for Inclusiveness","InCiSE 2019"
"CZE","0_indicators",6,"ind_inc","Inclusiveness (InCiSE Indicator)",0.17,0.61,"","Composite InCiSE Indicator for Inclusiveness","InCiSE 2019"
"DEU","0_indicators",6,"ind_inc","Inclusiveness (InCiSE Indicator)",0.76,0.61,"","Composite InCiSE Indicator for Inclusiveness","InCiSE 2019"
"DNK","0_indicators",6,"ind_inc","Inclusiveness (InCiSE Indicator)",0.45,0.61,"","Composite InCiSE Indicator for Inclusiveness","InCiSE 2019"
"ESP","0_indicators",6,"ind_inc","Inclusiveness (InCiSE Indicator)",0.63,0.61,"","Composite InCiSE Indicator for Inclusiveness","InCiSE 2019"
"EST","0_indicators",6,"ind_inc","Inclusiveness (InCiSE Indicator)",0.31,0.61,"","Composite InCiSE Indicator for Inclusiveness","InCiSE 2019"
"FIN","0_indicators",6,"ind_inc","Inclusiveness (InCiSE Indicator)",0.79,0.61,"","Composite InCiSE Indicator for Inclusiveness","InCiSE 2019"
"FRA","0_indicators",6,"ind_inc","Inclusiveness (InCiSE Indicator)",0.46,0.61,"","Composite InCiSE Indicator for Inclusiveness","InCiSE 2019"
"GBR","0_indicators",6,"ind_inc","Inclusiveness (InCiSE Indicator)",0.71,0.61,"","Composite InCiSE Indicator for Inclusiveness","InCiSE 2019"
"GRC","0_indicators",6,"ind_inc","Inclusiveness (InCiSE Indicator)",0.93,0.61,"","Composite InCiSE Indicator for Inclusiveness","InCiSE 2019"
"HRV","0_indicators",6,"ind_inc","Inclusiveness (InCiSE Indicator)",0.52,0.61,"","Composite InCiSE Indicator for Inclusiveness","InCiSE 2019"
"HUN","0_indicators",6,"ind_inc","Inclusiveness (InCiSE Indicator)",0.02,0.61,"","Composite InCiSE Indicator for Inclusiveness","InCiSE 2019"
"IRL","0_indicators",6,"ind_inc","Inclusiveness (InCiSE Indicator)",0.59,0.61,"","Composite InCiSE Indicator for Inclusiveness","InCiSE 2019"
"ISL","0_indicators",6,"ind_inc","Inclusiveness (InCiSE Indicator)",0.46,0.61,"","Composite InCiSE Indicator for Inclusiveness","InCiSE 2019"
"ISR","0_indicators",6,"ind_inc","Inclusiveness (InCiSE Indicator)",0.52,0.61,"","Composite InCiSE Indicator for Inclusiveness","InCiSE 2019"
"ITA","0_indicators",6,"ind_inc","Inclusiveness (InCiSE Indicator)",0.63,0.61,"","Composite InCiSE Indicator for Inclusiveness","InCiSE 2019"
"JPN","0_indicators",6,"ind_inc","Inclusiveness (InCiSE Indicator)",0,0.61,"","Composite InCiSE Indicator for Inclusiveness","InCiSE 2019"
"KOR","0_indicators",6,"ind_inc","Inclusiveness (InCiSE Indicator)",0.26,0.61,"","Composite InCiSE Indicator for Inclusiveness","InCiSE 2019"
"LTU","0_indicators",6,"ind_inc","Inclusiveness (InCiSE Indicator)",0.46,0.61,"","Composite InCiSE Indicator for Inclusiveness","InCiSE 2019"
"LVA","0_indicators",6,"ind_inc","Inclusiveness (InCiSE Indicator)",0.73,0.61,"","Composite InCiSE Indicator for Inclusiveness","InCiSE 2019"
"MEX","0_indicators",6,"ind_inc","Inclusiveness (InCiSE Indicator)",0.58,0.61,"","Composite InCiSE Indicator for Inclusiveness","InCiSE 2019"
"NLD","0_indicators",6,"ind_inc","Inclusiveness (InCiSE Indicator)",0.75,0.61,"","Composite InCiSE Indicator for Inclusiveness","InCiSE 2019"
"NOR","0_indicators",6,"ind_inc","Inclusiveness (InCiSE Indicator)",0.71,0.61,"","Composite InCiSE Indicator for Inclusiveness","InCiSE 2019"
"NZL","0_indicators",6,"ind_inc","Inclusiveness (InCiSE Indicator)",0.73,0.61,"","Composite InCiSE Indicator for Inclusiveness","InCiSE 2019"
"POL","0_indicators",6,"ind_inc","Inclusiveness (InCiSE Indicator)",0.88,0.61,"","Composite InCiSE Indicator for Inclusiveness","InCiSE 2019"
"PRT","0_indicators",6,"ind_inc","Inclusiveness (InCiSE Indicator)",0.55,0.61,"","Composite InCiSE Indicator for Inclusiveness","InCiSE 2019"
"ROU","0_indicators",6,"ind_inc","Inclusiveness (InCiSE Indicator)",0.84,0.61,"","Composite InCiSE Indicator for Inclusiveness","InCiSE 2019"
"SVK","0_indicators",6,"ind_inc","Inclusiveness (InCiSE Indicator)",0.41,0.61,"","Composite InCiSE Indicator for Inclusiveness","InCiSE 2019"
"SVN","0_indicators",6,"ind_inc","Inclusiveness (InCiSE Indicator)",0.79,0.61,"","Composite InCiSE Indicator for Inclusiveness","InCiSE 2019"
"SWE","0_indicators",6,"ind_inc","Inclusiveness (InCiSE Indicator)",0.68,0.61,"","Composite InCiSE Indicator for Inclusiveness","InCiSE 2019"
"TUR","0_indicators",6,"ind_inc","Inclusiveness (InCiSE Indicator)",0.73,0.61,"","Composite InCiSE Indicator for Inclusiveness","InCiSE 2019"
"USA","0_indicators",6,"ind_inc","Inclusiveness (InCiSE Indicator)",0.87,0.61,"","Composite InCiSE Indicator for Inclusiveness","InCiSE 2019"
"AUS","0_indicators",7,"ind_int","Integrity (InCiSE Indicator)",0.79,0.54,"","Composite InCiSE Indicator for Integrity","InCiSE 2019"
"AUT","0_indicators",7,"ind_int","Integrity (InCiSE Indicator)",0.73,0.54,"","Composite InCiSE Indicator for Integrity","InCiSE 2019"
"BEL","0_indicators",7,"ind_int","Integrity (InCiSE Indicator)",0.69,0.54,"","Composite InCiSE Indicator for Integrity","InCiSE 2019"
"BGR","0_indicators",7,"ind_int","Integrity (InCiSE Indicator)",0.23,0.54,"","Composite InCiSE Indicator for Integrity","InCiSE 2019"
"CAN","0_indicators",7,"ind_int","Integrity (InCiSE Indicator)",0.87,0.54,"","Composite InCiSE Indicator for Integrity","InCiSE 2019"
"CHE","0_indicators",7,"ind_int","Integrity (InCiSE Indicator)",0.8,0.54,"","Composite InCiSE Indicator for Integrity","InCiSE 2019"
"CHL","0_indicators",7,"ind_int","Integrity (InCiSE Indicator)",0.54,0.54,"","Composite InCiSE Indicator for Integrity","InCiSE 2019"
"CZE","0_indicators",7,"ind_int","Integrity (InCiSE Indicator)",0.25,0.54,"","Composite InCiSE Indicator for Integrity","InCiSE 2019"
"DEU","0_indicators",7,"ind_int","Integrity (InCiSE Indicator)",0.78,0.54,"","Composite InCiSE Indicator for Integrity","InCiSE 2019"
"DNK","0_indicators",7,"ind_int","Integrity (InCiSE Indicator)",0.84,0.54,"","Composite InCiSE Indicator for Integrity","InCiSE 2019"
"ESP","0_indicators",7,"ind_int","Integrity (InCiSE Indicator)",0.59,0.54,"","Composite InCiSE Indicator for Integrity","InCiSE 2019"
"EST","0_indicators",7,"ind_int","Integrity (InCiSE Indicator)",0.63,0.54,"","Composite InCiSE Indicator for Integrity","InCiSE 2019"
"FIN","0_indicators",7,"ind_int","Integrity (InCiSE Indicator)",0.79,0.54,"","Composite InCiSE Indicator for Integrity","InCiSE 2019"
"FRA","0_indicators",7,"ind_int","Integrity (InCiSE Indicator)",0.68,0.54,"","Composite InCiSE Indicator for Integrity","InCiSE 2019"
"GBR","0_indicators",7,"ind_int","Integrity (InCiSE Indicator)",0.68,0.54,"","Composite InCiSE Indicator for Integrity","InCiSE 2019"
"GRC","0_indicators",7,"ind_int","Integrity (InCiSE Indicator)",0.17,0.54,"","Composite InCiSE Indicator for Integrity","InCiSE 2019"
"HRV","0_indicators",7,"ind_int","Integrity (InCiSE Indicator)",0.34,0.54,"","Composite InCiSE Indicator for Integrity","InCiSE 2019"
"HUN","0_indicators",7,"ind_int","Integrity (InCiSE Indicator)",0.24,0.54,"","Composite InCiSE Indicator for Integrity","InCiSE 2019"
"IRL","0_indicators",7,"ind_int","Integrity (InCiSE Indicator)",0.69,0.54,"","Composite InCiSE Indicator for Integrity","InCiSE 2019"
"ISL","0_indicators",7,"ind_int","Integrity (InCiSE Indicator)",0.61,0.54,"","Composite InCiSE Indicator for Integrity","InCiSE 2019"
"ISR","0_indicators",7,"ind_int","Integrity (InCiSE Indicator)",0.45,0.54,"","Composite InCiSE Indicator for Integrity","InCiSE 2019"
"ITA","0_indicators",7,"ind_int","Integrity (InCiSE Indicator)",0.15,0.54,"","Composite InCiSE Indicator for Integrity","InCiSE 2019"
"JPN","0_indicators",7,"ind_int","Integrity (InCiSE Indicator)",0.65,0.54,"","Composite InCiSE Indicator for Integrity","InCiSE 2019"
"KOR","0_indicators",7,"ind_int","Integrity (InCiSE Indicator)",0.5,0.54,"","Composite InCiSE Indicator for Integrity","InCiSE 2019"
"LTU","0_indicators",7,"ind_int","Integrity (InCiSE Indicator)",0.5,0.54,"","Composite InCiSE Indicator for Integrity","InCiSE 2019"
"LVA","0_indicators",7,"ind_int","Integrity (InCiSE Indicator)",0.47,0.54,"","Composite InCiSE Indicator for Integrity","InCiSE 2019"
"MEX","0_indicators",7,"ind_int","Integrity (InCiSE Indicator)",0,0.54,"","Composite InCiSE Indicator for Integrity","InCiSE 2019"
"NLD","0_indicators",7,"ind_int","Integrity (InCiSE Indicator)",0.68,0.54,"","Composite InCiSE Indicator for Integrity","InCiSE 2019"
"NOR","0_indicators",7,"ind_int","Integrity (InCiSE Indicator)",0.82,0.54,"","Composite InCiSE Indicator for Integrity","InCiSE 2019"
"NZL","0_indicators",7,"ind_int","Integrity (InCiSE Indicator)",1,0.54,"","Composite InCiSE Indicator for Integrity","InCiSE 2019"
"POL","0_indicators",7,"ind_int","Integrity (InCiSE Indicator)",0.56,0.54,"","Composite InCiSE Indicator for Integrity","InCiSE 2019"
"PRT","0_indicators",7,"ind_int","Integrity (InCiSE Indicator)",0.37,0.54,"","Composite InCiSE Indicator for Integrity","InCiSE 2019"
"ROU","0_indicators",7,"ind_int","Integrity (InCiSE Indicator)",0.2,0.54,"","Composite InCiSE Indicator for Integrity","InCiSE 2019"
"SVK","0_indicators",7,"ind_int","Integrity (InCiSE Indicator)",0.08,0.54,"","Composite InCiSE Indicator for Integrity","InCiSE 2019"
"SVN","0_indicators",7,"ind_int","Integrity (InCiSE Indicator)",0.54,0.54,"","Composite InCiSE Indicator for Integrity","InCiSE 2019"
"SWE","0_indicators",7,"ind_int","Integrity (InCiSE Indicator)",0.83,0.54,"","Composite InCiSE Indicator for Integrity","InCiSE 2019"
"TUR","0_indicators",7,"ind_int","Integrity (InCiSE Indicator)",0.24,0.54,"","Composite InCiSE Indicator for Integrity","InCiSE 2019"
"USA","0_indicators",7,"ind_int","Integrity (InCiSE Indicator)",0.71,0.54,"","Composite InCiSE Indicator for Integrity","InCiSE 2019"
"AUS","0_indicators",8,"ind_opn","Openness (InCiSE Indicator)",0.83,0.56,"","Composite InCiSE Indicator for Openness","InCiSE 2019"
"AUT","0_indicators",8,"ind_opn","Openness (InCiSE Indicator)",0.63,0.56,"","Composite InCiSE Indicator for Openness","InCiSE 2019"
"BEL","0_indicators",8,"ind_opn","Openness (InCiSE Indicator)",0.49,0.56,"","Composite InCiSE Indicator for Openness","InCiSE 2019"
"BGR","0_indicators",8,"ind_opn","Openness (InCiSE Indicator)",0.3,0.56,"","Composite InCiSE Indicator for Openness","InCiSE 2019"
